Reference, Value, Footprint, Datasheet, Description, Farnell Part, Farnell URL, Field4, Field5, Field6, Field7, Field8
"R12","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R13","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"C31","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C30","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R20","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R21","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"J6","Conn_01x01","TestPoint:TestPoint_Pad_D2.0mm","~"
"J10","Conn_01x01","TestPoint:TestPoint_Pad_D2.0mm","~"
"R22","10k","Resistors_SMD:R_0805_HandSoldering","~"
"J7","INT_CLK","Pin_Headers:Pin_Header_Straight_1x02_Pitch2.54mm","~"
"R28","10k","Resistors_SMD:R_0805_HandSoldering","~"
"R25","10k","Resistors_SMD:R_0805_HandSoldering","~"
"R24","10k","Resistors_SMD:R_0805_HandSoldering","~"
"R23","10k","Resistors_SMD:R_0805_HandSoldering","~"
"J3","Conn_02x04_Odd_Even","Pin_Headers:Pin_Header_Straight_2x04_Pitch2.54mm","~"
"C19","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C18","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R8","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R9","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"C17","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C16","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R6","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R7","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"C15","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C14","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R4","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R5","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"C13","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R3","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"C21","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C20","4.7nF","Capacitors_SMD:C_0805_HandSoldering","~"
"R10","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"R11","4.99k 1%","Resistors_SMD:R_0805_HandSoldering","~"
"J5","Data Header","Pin_Headers:Pin_Header_Straight_1x10_Pitch2.54mm","~"
"J12","Conn_01x01","Pin_Headers:Pin_Header_Straight_1x01_Pitch2.54mm","~"
"J4","Conn_01x01","Pin_Headers:Pin_Header_Straight_1x01_Pitch2.54mm","~"
"J2","Conn_02x20_Odd_Even","Pin_Headers:Pin_Header_Straight_2x20_Pitch2.54mm","~"
"Rf1","1M","Resistors_SMD:R_0805_HandSoldering","~"
"Cf1","1.5nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C54","1uF","Capacitors_SMD:C_0805_HandSoldering","~"
"C52","1uF","Capacitors_SMD:C_0805_HandSoldering","~"
"R31","1k","Resistors_SMD:R_0805_HandSoldering","~"
"D2","LED","LEDs:LED_D3.0mm","~"
"C55","1uF","Capacitors_SMD:C_0805_HandSoldering","~"
"C56","100nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C57","1uF","Capacitors_SMD:C_0805_HandSoldering","~"
"C58","100nF","Capacitors_SMD:C_0805_HandSoldering","~"
"C59","1uF","Capacitors_SMD:C_0805_HandSoldering","~"
"C60","100nF","Capacitors_SMD:C_0805_HandSoldering","~"
